"date","q1","id.trader","hh.maize.q6","hh.maize.q7","hh.maize.q8","hh.maize.q9","hh.maize.q10","hh.maize.q11","hh.maize.q12","hh.maize.q13.a","hh.maize.q13.b","hh.maize.q13.c","hh.maize.q13.d","hh.maize.q13.e","hh.maize.q13.f","hh.maize.q13.g","hh.maize.q13.h","hh.maize.q13.i","hh.maize.q13.j","hh.maize.q13.k","hh.maize.q14","hh.maize.q14b","hh.maize.q14c","hh.maize.value.q15a","hh.maize.value.q15b","hh.maize.value.q15c","hh.maize.value.q15d","hh.maize.value.q15e","hh.maize.value2.q16a","hh.maize.value2.q16b","hh.maize.value2.q16c","hh.maize.value2.q16d","hh.maize.value2.q16e","hh.maize.value2.q16f","hh.maize.value2.q16g","hh.maize.value2.q16h","hh.maize.value2.q16i","hh.maize.value2.q16j","hh.maize.q17","hh.maize.q17a.a","hh.maize.q17a.b","hh.maize.q17a.c","hh.maize.q17a.d","hh.maize.q17a.96","hh.maize.other_q17a","hh.maize.q18","hh.maize.other_q18","hh.maize.q19","hh.maize.other_q19","hh.maize.radius","hh.maize.q21","hh.maize.q22a","hh.maize.q22b","hh.maize.q22c","hh.maize.q22d","hh.maize.q22e","hh.maize.q22f","hh.maize.q22g","hh.maize.q23a","hh.maize.q23b","hh.maize.q23c","hh.maize.q23d","hh.maize.q23e","hh.maize.q23f","hh.maize.q23g","hh.maize.q24","hh.maize.q25.a","hh.maize.q25.b","hh.maize.q25.c","hh.maize.q25.d","hh.maize.q25.96","hh.maize.other_q25","hh.maize.q26.6","hh.maize.q26.b","hh.maize.q26.c","hh.maize.q26.d","hh.maize.q26.e","hh.maize.q26.96","hh.maize.other_q26","hh.maize.q27","hh.maize.q28","hh.maize.q29.a","hh.maize.q29.b","hh.maize.q29.c","hh.maize.q29.d","hh.maize.q29.e","hh.maize.q29.f","hh.maize.q29.g","hh.maize.q29.h","hh.maize.q29.i","hh.maize.q29.96","hh.maize.other_q29","hh.maize.q30.a","hh.maize.q30.b","hh.maize.q30.c","hh.maize.q30.d","hh.maize.q30.e","hh.maize.q30.f","hh.maize.q30.g","hh.maize.q30.96","hh.maize.other_q30","hh.maize.q31","hh.maize.q32","hh.maize.q33","hh.maize.q34","hh.maize.q34b","hh.maize.q35","hh.maize.q36.a","hh.maize.q36.b","hh.maize.q36.c","hh.maize.q36.d","hh.maize.q36.e","hh.maize.q36.96","hh.maize.other_q36","hh.maize.q37","hh.maize.q38","hh.maize.q39.a","hh.maize.q39.b","hh.maize.q39.c","hh.maize.q39.d","hh.maize.q39.e","hh.maize.q39.96","hh.maize.other_q39","hh.maize.q40","hh.maize.q40a","hh.maize.q40b","hh.maize.q40c","hh.maize.q40d","hh.maize.q40e","vilID","parID","subID","distID"
"7/25/2019","Yes","T0011",45,"Male","a","c","1/1/2007","1/1/2008","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","70","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","g","999",13,1200,450,"n/a","n/a","Yes","10",7,700,700,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","50","Yes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","No",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",2,5,5,3,5,3,2,3,1,1
"7/25/2019","Yes","T0012",29,"Male","a","b","1/1/2014","1/1/2014","Yes","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","70","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","e","18",22,40000,400,"n/a","n/a","No","n/a",12,18,550,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,FALSE,FALSE,TRUE,"I sell immediately after purchase","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","1","Yes","300","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",1,5,3,4,5,4,1,3,1,1
"7/25/2019","Yes","T0013",37,"Male","a","d","1/1/1998","1/1/1998","Yes","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","80","No","n/a",80,0,0,20,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","20",40,3000,300,"n/a","n/a","No","n/a",15,4000,600,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","1","Yes","300","Yes",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","Yes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",2,5,4,4,5,5,3,7,1,1
"7/25/2019","Yes","T0014",32,"Male","a","c","1/1/2007","1/1/2007","Yes","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","55","No","n/a",80,0,0,20,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","10",5,150,250,"n/a","n/a","No","n/a",6,200,500,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","200","Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Little capital ",1,4,4,5,5,4,2,14,1,1
"7/25/2019","Yes","T0015",29,"Male","a","d","1/1/2010","1/1/2010","Yes","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","80","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","b","n/a",40,4000,250,"n/a","n/a","No","n/a",10,500,1000,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,TRUE,"Regain capital","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","1000","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Farmers  giving  poor  quality  maize",1,5,3,4,5,4,1,3,1,1
"7/25/2019","Yes","T0016",58,"Male","a","b","1/1/2000","1/1/2000","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","10",10,300,250,"n/a","n/a","No","n/a",3,300,450,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","1","Yes","100","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Defaulters",1,5,5,5,5,5,1,3,1,1
"7/25/2019","Yes","T0017",26,"Male","a","b","1/1/2014","1/1/2014","Yes","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","20","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","f","n/a",2,200,300,"n/a","n/a","No","n/a",999,100,1200,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","2","No","n/a","Yes",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","Yes",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Scales 
Capital",4,5,5,5,3,5,4,7,1,1
"7/25/2019","Yes","T0018",35,"Male","a","d","1/1/2008","1/1/2008","Yes","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","60","Yes","20",100,0,0,0,0,"20","50","30","0","0","0","0","0","0","0","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","d","n/a","h","n/a","g","10",25,7000,250,"7","300","No","n/a",20,1200,500,"7","550","No","n/a","No",FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","No","n/a","No",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","No","No",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Transport",1,4,4,4,4,4,1,2,1,1
"7/25/2019","Yes","T0019",32,"Male","a","d","1/1/2012","1/1/2017","Yes","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","20","Yes","60",55,0,0,0,45,"0","60","0","0","0","40","0","0","0","0","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","c","n/a","i","n/a","d","n/a",20,1000,500,"1","550","No","n/a",4,400,800,"1","900","No","n/a","Yes",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","c","2000",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","100","Yes",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"If its not for flour that one he can sell directly","Yes","Yes",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",2,4,3,4,4,5,1,7,1,1
"7/25/2019","Yes","T0020",28,"Male","a","c","1/1/2014","1/1/2014","Yes","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","40","No","n/a",80,0,0,20,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","d","n/a",20,1000,300,"n/a","n/a","Yes","50",15,1500,750,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,FALSE,FALSE,TRUE,"When i have run out of money","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","1","Yes","50","No",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bad Roads",1,3,3,4,4,4,2,3,1,1
"7/25/2019","Yes","T0021",52,"Male","a","b","1/1/2001","1/1/2013","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",80,20,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","6",6,500,250,"n/a","n/a","No","n/a",3,300,1100,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","2","Yes","500","Yes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"n/a",1,5,5,5,5,5,1,4,1,1
